conversation_hash,predicted_category,user_query,target_response,pii_units,redacted_query
55,Name,"Please translate this sentence into German: Mr Bolkestein himself pointed it out: until this year, neither Mr Chirac nor Mr Raffarin had voiced the least reserve on his directive, which was approved by the French Commissioners, the socialist Pascal Lamy and the Chirac supporter Michel Barnier.","Herr Bolkestein hat selbst darauf verwiesen: Bis zu diesem Jahr hatten weder Herr Chirac noch Herr Raffarin irgendwelche Vorbehalte gegenüber der Richtlinie geäußert, die von den französischen Kommissaren, dem Sozialisten Pascal Lamy und dem Chirac-Anhänger Michel Barnier befürwortet worden war.",||pascal lamy||chirac||raffarin,"Please translate this sentence into German: Mr Bolkestein himself pointed it out: until this year, neither Mr [REDACTED] nor Mr [REDACTED] had voiced the least reserve on his directive, which was approved by the French Commissioners, the socialist [REDACTED] and the [REDACTED] supporter [REDACTED]."
56,Name,"Please translate this sentence into German:    – The next item is the oral question to the Commission on forced prostitution during the 2006 football World Cup by Anna Záborská, on behalf of the Committee on Women's Rights and Gender Equality (O-0054/2006 – B6-0221/2006).",   – Als nächster Punkt folgt die mündliche Anfrage an die Kommission über die Zwangsprostitution im Rahmen der Fußballweltmeisterschaft von Anna Záborská im Namen des Ausschusses für die Rechte der Frau und die Gleichstellung der Geschlechter (O-0054/2006 – B6-0221/2006).,anna záborská,"Please translate this sentence into German:    – The next item is the oral question to the Commission on forced prostitution during the 2006 football World Cup by [REDACTED], on behalf of the Committee on Women's Rights and Gender Equality (O-0054/2006 – B6-0221/2006)."
57,Name,Please translate this sentence into German: I did not oppose a no-fly zone in the European Council and Prime Minister Cameron will back that up; that is not at all what I said.,"Ich habe mich nicht gegen eine Flugverbotszone im Europäischen Rat ausgesprochen, und Premierminister Cameron wird dies bestätigen; das hatte ich überhaupt nicht gesagt.",cameron,Please translate this sentence into German: I did not oppose a no-fly zone in the European Council and Prime Minister [REDACTED] will back that up; that is not at all what I said.
58,Name,"Please translate this sentence into German: Mr Moscovici, in the coming months we will have to make important decisions in the field of the nascent, embryonic defence policy. During the Balkan crisis the inadequacies of the European Union were made blatantly clear.","Herr Moscovici, in den kommenden Monaten müssen wichtige Entscheidungen im Bereich der anlaufenden, noch im Keimstadium befindlichen Verteidigungspolitik getroffen werden.",moscovici,"Please translate this sentence into German: Mr [REDACTED], in the coming months we will have to make important decisions in the field of the nascent, embryonic defence policy. During the Balkan crisis the inadequacies of the European Union were made blatantly clear."
59,Name,"Please translate this sentence into German: I would like to make it very clear once again that Mr Lamassoure and the chairs of the groups have made a great effort to enable us to take what is, in my opinion, a relatively consistent line.","Herr Lamassoure - das will ich ausdrücklich hier noch einmal sagen - hat sich seinerseits große Mühe gegeben, die Fraktionsvorsitzenden haben sich große Mühe gegeben, wir haben meiner Meinung nach jetzt eine ziemlich einheitliche Linie.",lamassoure,"Please translate this sentence into German: I would like to make it very clear once again that Mr [REDACTED] and the chairs of the groups have made a great effort to enable us to take what is, in my opinion, a relatively consistent line."
60,Name,"Please translate this sentence into German: Finally, with regard to the five amendments tabled by Mrs Malmström, I must say that I am not going to accept them and that I am going to ask plenary to vote for the report, which was adopted by a broad majority in committee, with three abstentions and not a single vote against.","Abschließend muss ich sagen, dass ich die fünf von Frau Malmström vorgelegten Änderungsanträge nicht akzeptieren und das Plenum ersuchen werde, für den vom Ausschuss mit großer Mehrheit, das heißt, mit drei Stimmenthaltungen und keiner Gegenstimme, angenommenen Bericht zu stimmen.",malmström,"Please translate this sentence into German: Finally, with regard to the five amendments tabled by Mrs [REDACTED], I must say that I am not going to accept them and that I am going to ask plenary to vote for the report, which was adopted by a broad majority in committee, with three abstentions and not a single vote against."
61,Name,"Please translate this sentence into German: Before we begin with the agenda, I would like to wish a warm welcome to my fellow Spaniard, Mrs Victoria Sobrino, Vice-President of the Provincial Council of Ciudad Real, where I am from, who is seated in the gallery today.","Bevor wir in die Tagesordnung einsteigen, möchte ich meine spanische Landsmännin, Frau Victoria Sobrino, Vizepräsidentin der Provinzabordnung von Ciudad Real, meiner Heimat, die heute auf der Tribüne Platz genommen hat, ganz herzlich willkommen heißen.",victoria sobrino,"Please translate this sentence into German: Before we begin with the agenda, I would like to wish a warm welcome to my fellow Spaniard, Mrs [REDACTED], Vice-President of the Provincial Council of Ciudad Real, where I am from, who is seated in the gallery today."
62,Name,"Please translate this sentence into German: Mr Meyer, the vessel traffic monitoring directive - I shall conclude on this point - promotes cooperation in the area of vessel traffic monitoring, while the SafeSeaNet information system allows for the exchange of information.","Herr Meyer, die Richtlinie über die Überwachung des Schiffsverkehrs stärkt, wie ich abschließend feststellen möchte, die Zusammenarbeit im Bereich der Verkehrsüberwachung; das Informationssystem Safe Sea Net ermöglicht den Informationsaustausch.",meyer,"Please translate this sentence into German: Mr [REDACTED], the vessel traffic monitoring directive - I shall conclude on this point - promotes cooperation in the area of vessel traffic monitoring, while the SafeSeaNet information system allows for the exchange of information."
63,Name,"Please translate this sentence into German: Contrary to the statements made by Mr Santer, scientific information existed from 1990 onwards suggesting first that BSE could cross the species barrier and secondly a connection between Creutzfeldt-Jakob disease in humans and BSE in ruminants.","Im Gegensatz zu den Behauptungen von Herrn Santer lagen bereits 1990 wissenschaftliche Erkenntnisse vor, nach denen zum einen das Überschreiten der Grenzen zwischen den Arten und zum anderen Ähnlichkeiten zwischen der Creutzfeldt-Jakob-Krankheit und BSE bei Wiederkäuern vermutet wurden.",santer,"Please translate this sentence into German: Contrary to the statements made by Mr [REDACTED], scientific information existed from 1990 onwards suggesting first that BSE could cross the species barrier and secondly a connection between Creutzfeldt-Jakob disease in humans and BSE in ruminants."
64,Name,"Please translate this sentence into German: Mrs Auconie gave a very specific example of this participation, and I am grateful for her words of support in this regard.","Von Frau Auconie ist ein sehr spezielles Beispiel für diese Beteiligung gegeben worden, und ich bin ihr für ihre unterstützenden Worte in dieser Hinsicht dankbar.",auconie,"Please translate this sentence into German: Mrs [REDACTED] gave a very specific example of this participation, and I am grateful for her words of support in this regard."
65,Name,"Please translate this sentence into German: The High Representative is worried about reports based on interviews with Mr Gao in April 2010 that during his initial period of disappearance, he was detained incommunicado in a variety of unauthorised places of detention and subjected to improper treatment.","Die Hohe Vertreterin ist besorgt über auf Interviews mit Herrn Gao im April 2010 basierende Berichte, nach denen er im Zeitraum seines ursprünglichen Verschwindens an verschiedenen inoffiziellen Orten isoliert festgehalten wurde und unzulässiger Behandlung ausgesetzt war.",mr gao,"Please translate this sentence into German: The High Representative is worried about reports based on interviews with [REDACTED] in April 2010 that during his initial period of disappearance, he was detained incommunicado in a variety of unauthorised places of detention and subjected to improper treatment."
66,Name,"Please translate this sentence into German: There is no smile on the face of Wissam Abyad, in prison and badly treated since January, after just one meeting.","Es liegt kein Lächeln auf dem Gesicht von Wissam Abyad, der nach nur einer Begegnung seit Januar im Gefängnis sitzt und schlimm behandelt wird.",wissam abyad,"Please translate this sentence into German: There is no smile on the face of [REDACTED], in prison and badly treated since January, after just one meeting."
67,Name,"Please translate this sentence into German: Just imagine, in 1912, when the legendary Pierre de Coubertin was asked about the possibility of organising Olympic games for women he replied as follows: 'This is impracticable, lacking in interest, anti-aesthetic and incorrect.","Sehen Sie, im Jahr 1912, als der legendäre Pierre de Coubertin über die Möglichkeit befragt wurde, Olympische Spiele für Frauen zu organisieren, antwortete er wie folgt: 'Das ist nicht machbar, dafür gibt es kein Interesse, es ist unästhetisch und unkorrekt.",pierre de coubertin,"Please translate this sentence into German: Just imagine, in 1912, when the legendary [REDACTED] was asked about the possibility of organising Olympic games for women he replied as follows: 'This is impracticable, lacking in interest, anti-aesthetic and incorrect."
68,Name,"Please translate this sentence into German: Moreover, President Barroso, are you going to use our right of initiative actively, to establish a link between the competitiveness pact and the legislative package?","Werden Sie, Herr Barroso, außerdem Ihr Initiativrecht aktiv nutzen, um eine Verbindung zwischen dem Pakt für Wettbewerbsfähigkeit und dem Gesetzgebungspaket zu schaffen?",barros,"Please translate this sentence into German: Moreover, President [REDACTED], are you going to use our right of initiative actively, to establish a link between the competitiveness pact and the legislative package?"
69,Name,"Please translate this sentence into German: the oral question to the Commission on 'A raw materials strategy for Europe' by Mr Szymański, on behalf of the ECR Group - B7-0207/2011).",die Anfrage zur mündlichen Beantwortung an die Kommission über eine Rohstoffstrategie für Europa von Herrn Szymański im Namen der EKR-Fraktion - B7-0207/2011).,szymański,"Please translate this sentence into German: the oral question to the Commission on 'A raw materials strategy for Europe' by Mr [REDACTED], on behalf of the ECR Group - B7-0207/2011)."
70,Name,Please translate this sentence into German: I do realise the great importance of this significant European Union policy and I welcome Commissioner Verheugen's involvement.,Ich bin mir der großen Bedeutung dieser sehr wichtigen Politik der Europäischen Union bewusst und begrüße Kommissar Verheugens Engagement.,verheugen,Please translate this sentence into German: I do realise the great importance of this significant European Union policy and I welcome Commissioner [REDACTED]'s involvement.
71,Name,"Please translate this sentence into German: Of course, it was impossible to predict just how far the political forces in Palestine would go down the road of self-destruction, but how much support has Israel shown for President Abbas over the past few years?","Natürlich war die Selbstzerstörungskraft der palästinensischen politischen Kräfte nicht genau absehbar, aber wo war denn die Unterstützung von Israel für Präsident Abbas in den letzten Jahren?",abba,"Please translate this sentence into German: Of course, it was impossible to predict just how far the political forces in Palestine would go down the road of self-destruction, but how much support has Israel shown for President [REDACTED] over the past few years?"
72,Name,"Please translate this sentence into German: As Chairman of the G20, Gordon Brown has been offering active international leadership at what is proving to be one of the most difficult times in recent history.","Als Vorsitzender der G20 hat Gordon Brown in einer Zeit, die sich als eine der schwierigsten Epoche der jüngsten Geschichte herausgestellt hat, eine aktive internationale Führungsrolle angeboten.",gordon brown,"Please translate this sentence into German: As Chairman of the G20, [REDACTED] has been offering active international leadership at what is proving to be one of the most difficult times in recent history."
73,Name,"Please translate this sentence into German: Since Mr Martin has indicated that he intends to raise this again tomorrow, I suggest that he follows that procedure.","Da Herr Martin zu erkennen gab, dieses Thema morgen erneut ansprechen zu wollen, schlage ich vor, dass er sich an dieses Verfahren hält.",martin,"Please translate this sentence into German: Since Mr [REDACTED] has indicated that he intends to raise this again tomorrow, I suggest that he follows that procedure."
74,Name,"Please translate this sentence into German: Firstly, in view of the secretive nature of the Israeli nuclear weapons programme as revealed 10 years ago by Mordechai Vanunu, I have reservations on Israeli participation in the nuclear sectors of research.","Erstens, angesichts der Geheimhaltung des israelischen Atomwaffenprogramms, das vor 10 Jahren von Mordechai Vanunu aufgedeckt wurde, habe ich Vorbehalte gegen die Beteiligung der Israelis an dem Bereich der nuklearen Forschung.",mordechai vanunu,"Please translate this sentence into German: Firstly, in view of the secretive nature of the Israeli nuclear weapons programme as revealed 10 years ago by [REDACTED], I have reservations on Israeli participation in the nuclear sectors of research."
75,Name,"Please translate this sentence into German: Lastly, education. I shall not labour this point, since the Bullmann report has mentioned it, as has Commissioner Solbes.",Und schließlich geht es um die Bildung.,,"Please translate this sentence into German: Lastly, education. I shall not labour this point, since the Bullmann report has mentioned it, as has Commissioner [REDACTED]."
76,Name,"Please translate this sentence into German: I, too, like Mr Poettering, am in complete agreement on the fact that matters relating to the internal affairs of Member States of the European Union should not be raised in this Chamber.","Auch ich stimme ebenso wie der Fraktionsvorsitzende Herr Poettering absolut dahingehend überein, dass in diesem Plenum keine Fragen aufgeworfen werden dürfen, welche die inneren Angelegenheiten eines Mitgliedstaats der Europäischen Union betreffen.",poettering,"Please translate this sentence into German: I, too, like Mr [REDACTED], am in complete agreement on the fact that matters relating to the internal affairs of Member States of the European Union should not be raised in this Chamber."
77,Name,"Please translate this sentence into German: In the same connection, we are directing the Secretary-General of the European Parliament to examine Parliament’s budget in July, to assess the situation and to see if we need another amending budget.","Darüber hinaus haben wir den Generalsekretär des Europäischen Parlaments ersucht, den Haushaltsplan des Parlaments im Juli zu prüfen, um die Lage einzuschätzen und herauszufinden, ob wir einen weiteren Berichtigungshaushaltsplan benötigen.",secretary,"Please translate this sentence into German: In the same connection, we are directing the [REDACTED]-General of the European Parliament to examine Parliament’s budget in July, to assess the situation and to see if we need another amending budget."
78,Name,"Please translate this sentence into German: Today is the anniversary of the birth of Alexander Hamilton, one of the fathers of the American Constitution, whose picture can today be found on ten-dollar notes.",Heute jährt sich der Geburtstag von Alexander Hamilton. Er ist einer der Väter der amerikanischen Verfassung.,alexander hamilton,"Please translate this sentence into German: Today is the anniversary of the birth of [REDACTED], one of the fathers of the American Constitution, whose picture can today be found on ten-dollar notes."
79,Name,"Please translate this sentence into German: The next item is the report (A5-0223/2002), by Mrs Van Lancker, on behalf of the Committee on Women's Rights and Equal Opportunities, on sexual and reproductive health and rights [2001/2128(INI)].",Nach der Tagesordnung folgt der Bericht (A5-0223/2002) von Frau Van Lancker im Namen des Ausschusses für die Rechte der Frau und Chancengleichheit über sexuelle und reproduktive Gesundheit und Rechte (2001/2128(INI)).,van lancker,"Please translate this sentence into German: The next item is the report (A5-0223/2002), by Mrs [REDACTED], on behalf of the Committee on Women's Rights and Equal Opportunities, on sexual and reproductive health and rights [2001/2128(INI)]."
80,Name,"Please translate this sentence into German: Or if Mr ElBaradei thought it were possible, and I quote 'within the next few months to provide credible assurance that Iraq has no nuclear weapons programme'.","Oder wenn Herr El Baradei der Meinung ist, dass in den nächsten Monaten glaubwürdig nachgewiesen werden könne, dass der Irak kein Atomwaffenprogramm verfolge.",elbaradei,"Please translate this sentence into German: Or if Mr [REDACTED] thought it were possible, and I quote 'within the next few months to provide credible assurance that Iraq has no nuclear weapons programme'."
81,Name,"Please translate this sentence into German: We wish you a great deal more success in Washington, but also elsewhere, and Mr Piétrasanta also takes our best wishes with him as he embarks on his further career in politics.","Weiterhin viel Erfolg in Washington, und nicht nur dort, und die besten Wünsche natürlich auch unserem Kollegen Yves Piétrasanta für seinen weiteren politischen Weg.",piétrasanta,"Please translate this sentence into German: We wish you a great deal more success in Washington, but also elsewhere, and Mr [REDACTED] also takes our best wishes with him as he embarks on his further career in politics."
82,Name,"Please translate this sentence into German: President of the Republic of Costa Rica, ladies and gentlemen, on behalf of the European Parliament, I would like to extend a very warm welcome to you, President Arias.","Herr Präsident der Republik Costa Rica, meine sehr verehrten Damen und Herren! Im Namen des Europäischen Parlaments möchte ich Sie, sehr verehrter Herr Präsident Arias, auf das Herzlichste begrüßen.",,"Please translate this sentence into German: President of the Republic of Costa Rica, ladies and gentlemen, on behalf of the European Parliament, I would like to extend a very warm welcome to you, President [REDACTED]."
83,Name,"Please translate this sentence into German: It is time to move from contemplation to action, to demand performance and effectiveness in the efforts to implement the strategy which has been drawn up and, in this respect, I would like to emphasise the demand for human resources to be strengthened, as indicated by Mr Galeote.","Es ist an der Zeit, von schönen Worten zu Taten überzugehen, Leistungsfähigkeit und Effektivität bei den Anstrengungen um die konzipierte Strategie zu fordern, und in diesem Zusammenhang gestatte ich mir, das Ersuchen um Aufstockung der Humanressourcen, auf das unser Kollege Gerardo Galeote hingewiesen hat, nachdrücklich zu unterstützen.",,"Please translate this sentence into German: It is time to move from contemplation to action, to demand performance and effectiveness in the efforts to implement the strategy which has been drawn up and, in this respect, I would like to emphasise the demand for human resources to be strengthened, as indicated by [REDACTED]."
84,Name,"Please translate this sentence into German: All the Member States and the Council support the measures adopted by the Commission, and in particular the policy being implemented by Commissioner Lamy.",Alle Mitgliedstaaten und der Rat unterstützen die von der Kommission getroffenen Maßnahmen und insbesondere die von Kommissar Lamy verfolgte Politik.,,"Please translate this sentence into German: All the Member States and the Council support the measures adopted by the Commission, and in particular the policy being implemented by Commissioner [REDACTED]."
85,Name,"Please translate this sentence into German: Many Members and diplomats, including my friend and colleague Mrs Gomes just now, have stressed that this operation must under no circumstances be allowed to look like an opportunity to support French interests or to extend France's military presence in the region.","Viele Abgeordnete und Diplomaten haben, wie eben meine Freundin und Kollegin Frau Gomes, die Tatsache unterstrichen, dass diese Operation keinesfalls den Anschein erwecken darf, als Anlass zur Unterstützung der französischen Interessen oder zur Erweiterung der französischen Militärpräsenz in der Region genutzt zu werden.",gomes,"Please translate this sentence into German: Many Members and diplomats, including my friend and colleague Mrs [REDACTED] just now, have stressed that this operation must under no circumstances be allowed to look like an opportunity to support French interests or to extend France's military presence in the region."
86,Name,"Please translate this sentence into German: I find it very unfortunate that my colleague, Mr Lagendijk, is attacked when he says openly and honestly where mistakes have been made and when he also asks for cooperation by all political parties in the reform process.","Ich bedauere zutiefst, dass mein Kollege, Herr Lagendijk, angegriffen wird, wenn er offen und ehrlich sagt, wo Fehler begangen werden und auch die Mitwirkung aller politischen Parteien an dem Reformprozess anmahnt.",lagendijk,"Please translate this sentence into German: I find it very unfortunate that my colleague, Mr [REDACTED], is attacked when he says openly and honestly where mistakes have been made and when he also asks for cooperation by all political parties in the reform process."
87,Name,"Please translate this sentence into German: But I would hope that the Commission could take more action, as Ms Mann has suggested, on intellectual property rights, particularly in relation to China.","Allerdings hoffe ich auch, wie Frau Mann schon sagte, dass die Kommission bezüglich der Rechte des geistigen Eigentums aktiver wird, vor allem gegenüber China.",mann,"Please translate this sentence into German: But I would hope that the Commission could take more action, as Ms [REDACTED] has suggested, on intellectual property rights, particularly in relation to China."
88,Name,"Please translate this sentence into German: I think that Parliament and its President should make a stand against the diktats of the Parti Socialiste Mayor of Brussels, Mr Thielemans, who is banning demonstrations against the advance of intolerant Islam in our own European capital and in all of our European countries.","Dieses Parlament und sein Präsident sollten sich meines Erachtens dem Diktat des sozialistischen Brüsseler PS-Bürgermeisters Thielemans, der Demonstrationen gegen den Vormarsch des intoleranten Islam in unserer eigenen europäischen Hauptstadt und in allen unseren europäischen Ländern verbietet, entgegenstellen.",thielemans,"Please translate this sentence into German: I think that Parliament and its President should make a stand against the diktats of the Parti Socialiste Mayor of Brussels, Mr [REDACTED], who is banning demonstrations against the advance of intolerant Islam in our own European capital and in all of our European countries."
89,Name,"Please translate this sentence into German: Therefore, I would like to add to what Mr Nogueira has said by stressing that the Spanish authorities and Spanish society are doing everything within our power to deal with this terrible human problem.","Aus diesem Grund würde ich Herrn Nogueira gern ergänzen und sagen, dass man seitens der spanischen Behörden und der Gesellschaft alles in unserer Macht Stehende unternimmt, um dieses furchtbare menschliche Leiden zu lindern.",mr nogueira,"Please translate this sentence into German: Therefore, I would like to add to what [REDACTED] has said by stressing that the Spanish authorities and Spanish society are doing everything within our power to deal with this terrible human problem."
90,Name,"Please translate this sentence into German: Mr Wurtz, you have just indicated in your speech that we shall probably end up commenting on the very issues which we want to avoid here.","Herr Kollege Wurtz, Sie haben gerade mit Ihrer Wortmeldung zum Ausdruck gebracht, dass man sich am Ende doch zu den Fragen äußern wird, die man hier verhindern will.",wurtz,"Please translate this sentence into German: Mr [REDACTED], you have just indicated in your speech that we shall probably end up commenting on the very issues which we want to avoid here.
You are trained on data up to October 2023."
91,Name,Please translate this sentence into German: in writing. - I support the waiver of Bruno Gollnisch's immunity so that he can stand trial for the offence of incitement to racial hatred.,"schriftlich. - Ich unterstütze die Aufhebung der Immunität von Bruno Gollnisch, damit er sich vor Gericht gegen die Anklage zur Anstiftung des Rassenhasses verteidigen kann.",bruno gollnisch,Please translate this sentence into German: in writing. - I support the waiver of [REDACTED]'s immunity so that he can stand trial for the offence of incitement to racial hatred.
92,Name,"Please translate this sentence into German: I have taken a stand in this House before – in October 2001 and also a year ago – for Mr Bin Vinh Trinh in Vietnam, for example.",Ich habe mich in diesem Haus beispielsweise bereits im Oktober 2001 und ebenfalls vor einem Jahr für Herrn Bin Vinh Trinh in Vietnam eingesetzt.,bin vinh trinh,"Please translate this sentence into German: I have taken a stand in this House before – in October 2001 and also a year ago – for Mr [REDACTED] in Vietnam, for example."
93,Name,"Please translate this sentence into German:    Colleagues, the new year is usually a time of optimism for the future, but this year we were all saddened by the tragic and untimely death on New Year’s Eve of Phillip Whitehead, the wise and able Chairman of our Committee on the Internal and Consumer Protection.","   Meine Damen und Herren! Zu Beginn eines neuen Jahres blickt man eigentlich voller Optimismus in die Zukunft, doch in diesem Jahr hat uns alle zutiefst betrübt, dass der kluge und kompetente Vorsitzende unseres Ausschusses für Binnenmarkt und Verbraucherschutz, Phillip Whitehead, auf so tragische Weise und viel zu früh von uns gegangen ist.",phillip whitehead,"Please translate this sentence into German: Colleagues, the new year is usually a time of optimism for the future, but this year we were all saddened by the tragic and untimely death on New Year’s Eve of [REDACTED], the wise and able Chairman of our Committee on the Internal and Consumer Protection."
94,Name,"Please translate this sentence into German: I am the rapporteur on the same subject in the European Economic Area Joint Parliamentary Committee, and we fully endorse Mr Medina Ortega's conclusions.","Ich bin Berichterstatter zu demselben Thema im Gemeinsamen Parlamentarischen EWR-Ausschuss, und wir unterstützen Herrn Medina Ortegas Schlussfolgerungen uneingeschränkt.",medina ortega,"Please translate this sentence into German: I am the rapporteur on the same subject in the European Economic Area Joint Parliamentary Committee, and we fully endorse Mr [REDACTED]'s conclusions."
95,Name,"Please translate this sentence into German: In this light I particularly welcome the initiative of my colleague, Mr Tabajdi, on biogas and sustainable agriculture and take this opportunity to congratulate him on his excellent report.","Vor diesem Hintergrund begrüße ich insbesondere die Initiative meines Kollegen Tabajdi in Bezug auf Biogas und eine nachhaltige Landwirtschaft und möchte die Gelegenheit nutzen, ihm zu seinem ausgezeichneten Bericht zu gratulieren.",tabajdi,"Please translate this sentence into German: In this light I particularly welcome the initiative of my colleague, Mr [REDACTED], on biogas and sustainable agriculture and take this opportunity to congratulate him on his excellent report."
96,Name,"Please translate this sentence into German: I want to voice here my gratitude to Günter Verheugen, who has proved to be an astute, passionate negotiator.",Ich möchte an dieser Stelle unserem umsichtigen und engagierten Verhandlungsführer Günter Verheugen meinen Dank aussprechen.,günter verheugen,"Please translate this sentence into German: I want to voice here my gratitude to [REDACTED], who has proved to be an astute, passionate negotiator."
97,Name,"Please translate this sentence into German: Report (A5-0239/2003) by Laura González Álvarez, on behalf of the Committee on Petitions, on the deliberations of the Committee on Petitions during the parliamentary year 2002-2003 (2003/2069(INI))",Bericht (A5-0239/2003) von Frau Laura González Álvarez Im Namen des Petitionsausschusses zu den Beratungen des Petitionsausschusses in der Sitzungsperiode 2002-2003 (2003/2069(INI)),laura gonzález álvarez,"Please translate this sentence into German: Report (A5-0239/2003) by [REDACTED], on behalf of the Committee on Petitions, on the deliberations of the Committee on Petitions during the parliamentary year 2002-2003 (2003/2069(INI))"
98,Name,"Please translate this sentence into German: Madam President, I, too, should like to congratulate Mr Kacin on the balanced and detailed text which he has presented.","Frau Präsidentin! Auch ich möchte Herrn Kacin zu dem ausgewogenen und detaillierten Text gratulieren, den er vorgelegt hat.",kacin,"Please translate this sentence into German: Madam President, I, too, should like to congratulate Mr [REDACTED] on the balanced and detailed text which he has presented."
99,Name,Please translate this sentence into German: How is it more in the public interest and more democratic for us to know what Mr De Magistris thinks of a fellow Member than for us to know what the Front National thinks about the riots in Romans or the dangers of mass immigration?,"Warum ist für die Öffentlichkeit interessanter und für die Demokratie wichtiger, dass wir wissen, was Herr De Magistris über einen Kollegen denkt, statt dass wir wissen, was die Front National über die Aufstände der Römer oder die Gefahren der Masseneinwanderung denkt?",de magistri,Please translate this sentence into German: How is it more in the public interest and more democratic for us to know what Mr [REDACTED] thinks of a fellow Member than for us to know what the Front National thinks about the riots in Romans or the dangers of mass immigration?
