conversation_hash,predicted_category,user_query,target_response,pii_units,redacted_query
58,"Money","Translate this sentence to German: The Postcommunist model is characterised by the absence of any model at all, where supermarket staff work until ten in the evening, even on the first of May, or work twenty-four hours a day for 200 euros per month.","Das postkommunistische Modell ist gekennzeichnet durch die Abwesenheit eines wie auch immer gearteten Modells, wo Beschäftigte von Supermärkten bis zehn Uhr abends, auch am 1. Mai, oder 24 Stunden täglich für 200 Euro im Monat arbeiten.",200,"The Postcommunist model is characterised by the absence of any model at all, where supermarket staff work until ten in the evening, even on the first of May, or work twenty-four hours a day for [REDACTED] euros per month."
59,"Money","Translate this sentence to German: On the basis of published data, I have worked out that it unaccountably benefits from the agreement to the tune of USD 600–800 million a year.","Auf der Grundlage veröffentlichter Informationen habe ich herausgefunden, dass es unerklärlicherweise mit 600 bis 800 Millionen US-Dollar pro Jahr von dem Abkommen profitiert.",800||600,"On the basis of published data, I have worked out that it unaccountably benefits from the agreement to the tune of USD [REDACTED]–[REDACTED] million a year."
60,"Money","Translate this sentence to German: Meanwhile, the estimated costs were close to EUR 1.3 billion in the United Kingdom and over EUR 700 million in France according to the latest Court of Auditors report.","Unterdessen lagen die geschätzten Kosten laut des letzten Berichts des Rechnungshofs beinahe bei 1,3 Mrd. EUR in Großbritannien und bei über 700 Mio. EUR in Frankreich.",1.3||700,"Meanwhile, the estimated costs were close to EUR [REDACTED] billion in the United Kingdom and over EUR [REDACTED] million in France according to the latest Court of Auditors report."
61,"Money","Translate this sentence to German: I for one consider it very important that there has been a significant, almost 15% increase in the funds available for cohesion policy support.","So halte ich es für meinen Teil als für sehr wichtig, dass es zu einer deutlichen Aufstockung von fast 15 % bei den verfügbaren Mitteln für die Unterstützung der Kohäsionspolitik gekommen ist.",15,"I for one consider it very important that there has been a significant, almost [REDACTED]% increase in the funds available for cohesion policy support."
62,"Money",Translate this sentence to German: I myself have tabled 50 amendments on behalf of the Group of Social Democrats and Socialists with a view to turning a good intention into a good directive.,"Alleine ich habe im Namen der Fraktion der Sozialdemokraten und Sozialisten 50 Änderungsanträge eingebracht, um aus einem guten Vorsatz am Ende eine gute Richtlinie zu machen.",50,I myself have tabled [REDACTED] amendments on behalf of the Group of Social Democrats and Socialists with a view to turning a good intention into a good directive.
63,"Money",Translate this sentence to German: Reducing Parliament’s budget from EUR 1.2 or 1.3 billion to under EUR 1 billion is the way to achieve credibility.,"Fahren Sie das Budget des Parlaments herunter von 1,2, 1,3 Milliarden auf unter eine Milliarde. So kommen Sie zur Glaubwürdigkeit.",1.3||1||1.2,Reducing Parliament’s budget from EUR [REDACTED] or [REDACTED] billion to under EUR [REDACTED] billion is the way to achieve credibility.
64,"Money","Translate this sentence to German: In addition to the fact that it is impossible to comply with the time limit laid down for the majority of actions, there is also a lack of budgetary contribution for some of the measures envisaged, as more than 50% of them have no financial resources.","Zur Unmöglichkeit der Einhaltung der bei den meisten Aktionen vorgesehenen Fristen gesellt sich noch die fehlende Ausstattung mit Haushaltsmitteln für einige der geplanten Maßnahmen, denn für mehr als 50 % von ihnen sind keine Finanzmittel vorhanden.",50,"In addition to the fact that it is impossible to comply with the time limit laid down for the majority of actions, there is also a lack of budgetary contribution for some of the measures envisaged, as more than [REDACTED]% of them have no financial resources."
65,"Money","Translate this sentence to German: You are progressing nicely, and 2008 will be remembered as the year when the European social model was relaunched.",Sie sind auf dem guten Weg: 2008 wird das Jahr der Wiederbelebung des sozialen Europas.,2008,"You are progressing nicely, and [REDACTED] will be remembered as the year when the European social model was relaunched."
66,"Money","Translate this sentence to German: Thirdly, with regard to the exemption options, the 7.5% limit ensures that the lion's share of the Fund reaches its actual goal.","Drittens stellt die 7,5 %-Grenze im Hinblick auf die Ausnahmemöglichkeiten sicher, dass der weitaus größte Teil des Fonds seinem eigentlichen Ziel zugute kommt.",7.5,"Thirdly, with regard to the exemption options, the [REDACTED]% limit ensures that the lion's share of the Fund reaches its actual goal."
67,"Money",Translate this sentence to German: Tens of thousands of people have written from 110 countries to appeal for clemency in the Amina case.,Zehntausende aus 110 Ländern haben im Fall von Amina um Begnadigung ersucht.,110,Tens of thousands of people have written from [REDACTED] countries to appeal for clemency in the Amina case.
68,"Money","Translate this sentence to German: It is true that Poland is home to five million families who have to survive on the equivalent of EUR 2.5 per person per day, but EUR 2.5 in Poland is significantly more than EUR 2.5 in the poorest countries of the world.","Es stimmt, dass in Polen fünf Millionen Familien leben, die mit 2,5 Euro pro Person und Tag auskommen müssen, aber 2,5 Euro sind in Polen viel mehr als 2,5 Euro in den ärmsten Ländern der Welt.",2.5,"It is true that Poland is home to five million families who have to survive on the equivalent of EUR [REDACTED] per person per day, but EUR [REDACTED] in Poland is significantly more than EUR [REDACTED] in the poorest countries of the world."
69,"Money",Translate this sentence to German: I believe that the Commission's proposal to grant Pakistan a zero-duty tariff rate quota for exporting to the EU 100 000 tonnes of ethanol per year for a period of three years will not provide direct and immediate assistance and will have a negative impact on the EU renewable energy industry.,"Ich glaube, dass der Vorschlag der Kommission, Pakistan für die Ausfuhr von 100 000 Tonnen Ethanol pro Jahr in die EU über drei Jahre ein zollfreies Kontingent zu eröffnen, nicht unmittelbar hilfreich sein wird und dass sich das negativ auf die Industrie für erneuerbare Energien in der EU auswirken wird.",100 000,I believe that the Commission's proposal to grant Pakistan a zero-duty tariff rate quota for exporting to the EU [REDACTED] tonnes of ethanol per year for a period of three years will not provide direct and immediate assistance and will have a negative impact on the EU renewable energy industry.
70,"Money","Translate this sentence to German: According to the European Labour Force Survey, there are 3.5 million workers there working more than 48 hours per week on a regular basis.","Laut der EU-Arbeitskräfteerhebung arbeiten dort 3,5 Millionen Arbeitnehmer regelmäßig mehr als 48 Stunden pro Woche.",3.5,"According to the European Labour Force Survey, there are [REDACTED] million workers there working more than 48 hours per week on a regular basis."
71,"Money",Translate this sentence to German: Why cannot the corresponding deliberations in the Council’s 300 half-secret working parties be opened? Our use of experts is a public matter.,Warum können nicht die entsprechenden Beratungen in den 300 halbgeheimen Arbeitsgruppen des Rates ebenso transparent sein.,300,Why cannot the corresponding deliberations in the Council’s [REDACTED] half-secret working parties be opened? Our use of experts is a public matter.
72,"Money","Translate this sentence to German: I suggest that we could make this scheme fairer by either abandoning the numerical criteria of 500 jobs or by looking at job loss by category or area, not company.","Ich schlage vor, dass wir dieses System gerechter machen könnten, indem wir entweder das Zahlenkriterium von 500 Arbeistplätzen aufheben oder den Arbeitsplatzabbau nach Sektor oder geografischem Raum und nicht nach Unternehmen betrachten.",500,"I suggest that we could make this scheme fairer by either abandoning the numerical criteria of [REDACTED] jobs or by looking at job loss by category or area, not company."
73,"Money","Translate this sentence to German: Yet again, the report shows that the budget is to be raised by another 4.2% and that another 250 new posts are to be established.","Der Bericht zeigt wieder, dass die Haushaltsmittel erneut um 4,2% aufgestockt werden sollen und dass erneut 250 Stellen neu geschaffen werden sollen.",4.2||250,"Yet again, the report shows that the budget is to be raised by another [REDACTED]% and that another [REDACTED] new posts are to be established."
74,"Money","Translate this sentence to German: Why do we keep secret the names of the 407 Members who benefit from EUR 27 000 each paid into a voluntary pension fund, amongst them myself?","Wieso halten wir die Namen von den 407 Abgeordneten geheim, für die jährlich je 27 000 Euro in einen freiwilligen Pensionsfonds eingezahlt werden, mich eingeschlossen?",407||27 00,"Why do we keep secret the names of the [REDACTED] Members who benefit from EUR [REDACTED] each paid into a voluntary pension fund, amongst them myself?"
75,"Money",Translate this sentence to German: A total of EUR 9.42 million has also been allocated to two research projects: one in central Africa and the other in southern Africa.,"Ferner wurde ein Betrag in Höhe von insgesamt 9,42 Millionen Euro für zwei Forschungsprojekte – eins in Zentralafrika und eins im südlichen Afrika – bereitgestellt.",9.42,A total of EUR [REDACTED] million has also been allocated to two research projects: one in central Africa and the other in southern Africa.
76,"Money",Translate this sentence to German: This EUR 150 million reduction is therefore out of keeping with the findings made by our Assembly with regard to the new challenges confronting us.,"Diese Reduzierung um 150 Millionen Euro widerspricht somit den Feststellungen, die unser Haus im Hinblick auf die vor uns stehenden neuen Herausforderungen getroffen hat.",150,This EUR [REDACTED] million reduction is therefore out of keeping with the findings made by our Assembly with regard to the new challenges confronting us.
77,"Money",Translate this sentence to German: Now some countries have put decommissioning schemes into practice; my own country has not been serious about this and therefore is marked down for a 40 % cut.,"Einige Länder haben Abwrackungspläne eingeführt. Großbritannien hat das nicht sehr ernst genommen, und deshalb ist eine 40 %ige Kürzung vorgesehen.",40,Now some countries have put decommissioning schemes into practice; my own country has not been serious about this and therefore is marked down for a [REDACTED] % cut.
78,"Money","Translate this sentence to German: In 2009, Sweden introduced an annual stability fee to be applied to banks and credit institutions amounting to 0.036% of the total of certain liabilities.","2009 hat Schweden eine jährliche Stabilitätsgebühr eingeführt, die in einer Höhe von 0,036 % des Gesamtwertes bestimmter Verbindlichkeiten bei Banken und Kreditinstituten erhoben wird.",0.036,"In 2009, Sweden introduced an annual stability fee to be applied to banks and credit institutions amounting to [REDACTED]% of the total of certain liabilities."
79,"Money",Translate this sentence to German: Those forecasts appear as an admirably clear table covering the years 2006 to 2016 and allowing for EUR 78 million of taxpayers’ "Money" overTranslate this sentence to German:  this period to support the Agency.,"Diese Vorhersage wird in Form einer bewundernswert klaren Tabelle für die Jahre 2006 bis 2016 getroffen, und sie beläuft sich auf 78 Millionen Euro an europäischen Steuergeldern, die für die Agentur über diesen Zeitraum vorgesehen sind.",78,Those forecasts appear as an admirably clear table covering the years 2006 to 2016 and allowing for EUR [REDACTED] million of taxpayers’ "Money" overTranslate this sentence to German:  this period to support the Agency.
80,"Money","Translate this sentence to German: If you look at the example of Ghana, the country only produces 30-35% of the rice its people consume.","Betrachtet man das Beispiel Ghanas, so erzeugt dieses Land nur 30-35 % der von der eigenen Bevölkerung konsumierten Reismenge.",35||30,"If you look at the example of Ghana, the country only produces [REDACTED]-[REDACTED]% of the rice its people consume."
81,"Money","Translate this sentence to German: As the European System of Central Banks is currently composed of only 11 national central banks, the capital released is only EUR 3.9 billion, while currently transferred reserves come to only EUR 39.46 billion.","Da dem Europäischen Zentralbanksystem derzeit nur elf nationale Zentralbanken angehören, beläuft sich das verfügbare Kapital nur auf 3,9 Milliarden Euro, während die tatsächlich eingebrachten Reserven nur 39,46 Milliarden Euro betragen.",3.9||39.46,"As the European System of Central Banks is currently composed of only 11 national central banks, the capital released is only EUR [REDACTED] billion, while currently transferred reserves come to only EUR [REDACTED] billion."
82,"Money","Translate this sentence to German: in writing. - Spain has requested assistance in respect of cases concerning 1 429 redundancies in 23 enterprises operating in the NACE Revision 2 Division 29 (manufacture of motor vehicles, trailers and semi-trailers) sector in the NUTS II region of Catalonia.","schriftlich. - Spanien bittet um Hilfe für 1429 entlassene Arbeitnehmer aus 23 Unternehmen, die in der NACE-2-Abteilung 29 (Herstellung von Kraftwagen und Kraftwagenteilen) in der NUTS-II-Region Cataluña tätig sind.","1,429||23||29","in writing. - Spain has requested assistance in respect of cases concerning [REDACTED] redundancies in [REDACTED] enterprises operating in the NACE Revision 2 Division [REDACTED] (manufacture of motor vehicles, trailers and semi-trailers) sector in the NUTS II region of Catalonia."
83,"Money","Translate this sentence to German: Some may think that 1 200 is not such an extraordinary number, but when you consider the size of Malta and its very high population density, one would immediately acknowledge that the situation is indeed very grave.","Einige mögen vielleicht der Ansicht sein, dass 1 200 keine besonders hohe Zahl sei, doch wenn man die Größe Maltas und seine sehr hohe Bevölkerungsdichte in Betracht zieht, dann gelangt man sofort zu der Einsicht, dass wir uns wirklich in einer sehr schwierigen Lage befinden.",1 200,"Some may think that [REDACTED] is not such an extraordinary number, but when you consider the size of Malta and its very high population density, one would immediately acknowledge that the situation is indeed very grave."
84,"Money","Translate this sentence to German: Since 2004, the Commission has financed the reconstruction of religious and cultural heritage sites - its programme with a budget of EUR 10 million - with the close involvement of the Council of Europe.","Seit 2004 hat die Kommission den Wiederaufbau von religiösen Stätten und Kulturerbestätten unter enger Einbindung des Europarats finanziert, wobei das Programm über ein Budget von 10 Millionen Euro verfügt.",10 million,"Since 2004, the Commission has financed the reconstruction of religious and cultural heritage sites - its programme with a budget of EUR [REDACTED] - with the close involvement of the Council of Europe."
85,"Money","Translate this sentence to German: The EU as a whole - that is, the Union and the Member States - has already committed EUR 600 million out of its EUR 1.2 billion pledge in New York, and has already disbursed EUR 330 million.","Die EU in ihrer Gesamtheit, d. h. die Union und die Mitgliedstaaten, hat von dem in New York zugesagten Betrag von 1,2 Mrd. EUR bereits 600 Mio. EUR gebunden und 330 Mio. EUR ausgezahlt.",600||330||1.2,"The EU as a whole - that is, the Union and the Member States - has already committed EUR [REDACTED] million out of its EUR [REDACTED] billion pledge in New York, and has already disbursed EUR [REDACTED] million."
86,"Money","Translate this sentence to German: I am just very mindful of my own constituents in the West Midlands, and indeed their contribution to the GBP 48 million that the United Kingdom pays to the European Union every single day.","Ich habe hier lediglich meine eigene Wählerschaft in den West Midlands und ihren Anteil an den 48 Mio. GBP im Sinn, die das Vereinigte Königreich jeden Tag aufs Neue an die Europäische Union zahlt.",48,"I am just very mindful of my own constituents in the West Midlands, and indeed their contribution to the GBP [REDACTED] million that the United Kingdom pays to the European Union every single day."
87,"Money",Translate this sentence to German: A milk fund of around EUR 280 million is to be distributed to the Member States in order to finance national aid measures.,"Ein Milchfonds von rund 280 Millionen € wird auf die Mitgliedstaaten verteilt, um nationale Hilfsmaßnahmen zu finanzieren.",280,A milk fund of around EUR [REDACTED] million is to be distributed to the Member States in order to finance national aid measures.
88,"Money","Translate this sentence to German: The earthquake and the tsunami that struck Japan on 11 March have led to the deaths of many thousands of people (the current count exceeds 27 000 dead and missing), and have caused considerable material damage.","Das Erdbeben und der Tsunami, die Japan beide am 11. März heimsuchten, haben zu vielen Tausenden von Todesopfern geführt (die aktuelle Schätzung übersteigt 27 000 Tote und Vermisste) und beträchtlichen Sachschaden verursacht.",27 000,"The earthquake and the tsunami that struck Japan on 11 March have led to the deaths of many thousands of people (the current count exceeds [REDACTED] dead and missing), and have caused considerable material damage."
89,"Money","Translate this sentence to German: For example, in the course of one month butter prices went up by 4% in France, 8% in Germany and even more in the UK.","Innerhalb eines Monats stiegen zum Beispiel die Butterpreise in Frankreich um 4 %, in Deutschland um 8 % und im Vereinigten Königreich sogar noch mehr an.",4||8,"For example, in the course of one month butter prices went up by [REDACTED]% in France, [REDACTED]% in Germany and even more in the UK."
90,"Money","Translate this sentence to German: Under the eighth EDF and other instruments, but in addition by contributing to EUR 2 million to the UN ODC, the Commission has signed up to a very ambitious plan in the counter narcotics field.","Im Rahmen des 8. EEF und anderer Instrumente, aber zusätzlich zu dem Beitrag von 2 Millionen Euro für das UNODC, hat sich die Kommission zu einem sehr ambitionierten Plan auf dem Feld der Drogenbekämpfung verpflichtet.",2,"Under the eighth EDF and other instruments, but in addition by contributing to EUR [REDACTED] million to the UN ODC, the Commission has signed up to a very ambitious plan in the counter narcotics field."
91,"Money","Translate this sentence to German: These agreements provide for an overall package of EUR 1.8 billion, comprising a 31% increase in the European Economic Area (EEA) financial mechanism and a 22% increase in the Norwegian financial mechanism.","Diese Abkommen sehen ein Gesamtpaket von 1,8 Mrd. EUR vor, bestehend aus einer Aufstockung des Finanzierungsmechanismus des Europäischen Wirtschaftsraums (EWR) um 31 % und einer Aufstockung des Norwegischen Finanzierungsmechanismus um 22 %.",1.8 billion,"These agreements provide for an overall package of EUR [REDACTED], comprising a 31% increase in the European Economic Area (EEA) financial mechanism and a 22% increase in the Norwegian financial mechanism."
92,"Money","Translate this sentence to German: Furthermore, I also oppose any increase in the staffing of this House and, should it be decided after a further evaluation that an additional EUR 1 500 per month for the secretarial allowance is to be made available, that would simply be to mock the taxpayers.","Außerdem spreche ich mich auch gegen jede Erhöhung des Personalstands in diesem Hause aus, und sollte nach einer weiteren Evaluierung nochmals beschlossen werden, dass weitere 1 500 Euro monatlich für die Sekretariatszulage zur Verfügung stehen, dann ist das nur ein Hohn gegenüber den Steuerzahlern.",1 500,"Furthermore, I also oppose any increase in the staffing of this House and, should it be decided after a further evaluation that an additional EUR [REDACTED] per month for the secretarial allowance is to be made available, that would simply be to mock the taxpayers."
93,"Money","Translate this sentence to German: It said that it is the minimum wage in the country of origin which counts, in other words a Polish worker must work in the same workplace as a German worker for 46% of the pay the German worker works for.","Dort wurde festgestellt, dass der Mindestlohn im Herkunftsland gilt, das heißt ein polnischer Arbeiter soll auf dem gleichen Arbeitsplatz wie ein deutscher für 46 % des Lohnes arbeiten, den der deutsche Arbeiter dafür erhält.",46,"It said that it is the minimum wage in the country of origin which counts, in other words a Polish worker must work in the same workplace as a German worker for [REDACTED]% of the pay the German worker works for."
94,"Money",Translate this sentence to German: The interinstitutional agreement of 17 May 2006 allows the mobilisation of the EGF within the annual ceiling of EUR 500 million.,Die interinstitutionelle Vereinbarung vom 17. Mai 2006 gestattet die Inanspruchnahme des EGF innerhalb der jährlichen Obergrenze von 500 Millionen EUR.,,The interinstitutional agreement of 17 May 2006 allows the mobilisation of the EGF within the annual ceiling of EUR [REDACTED].
95,"Money","Translate this sentence to German: The aid for reconstruction and the special financial assistance, including the support for UNMIK, will total EUR 437 million between 1999 and 2000.","Im Zeitraum von 1999 bis 2000 werden sich die Mittel für den Wiederaufbau und die außerordentliche finanzielle Hilfe, einschließlich die Hilfe für die UNMIK, auf insgesamt vierhundertundsiebenunddreißig Millionen Euro belaufen.",437,"The aid for reconstruction and the special financial assistance, including the support for UNMIK, will total EUR [REDACTED] million between 1999 and 2000."
96,"Money","Translate this sentence to German: Secondly, the section of Amendment 209 relating to line 19 08 02 01 – on the MEDA Programme – is approved in the sum of EUR 25 056 550.",Zweitens: Der Teil des Abänderungsentwurfs 209 bezüglich der Haushaltslinie 19 08 02 01 wird in Höhe von 25 056 550 Euro akzeptiert.,,"Secondly, the section of Amendment 209 relating to line 19 08 02 01 – on the MEDA Programme – is approved in the sum of EUR [REDACTED]."
97,"Money","Translate this sentence to German: in writing. - (PT) The request relates to 634 redundancies from the company Unilever ČR, which operates in the retail sector in the Czech region of Střední Čechy.","schriftlich. - (PT) Dieser Antrag bezieht sich auf 634 Entlassungen des Unternehmens Unilever ČR, das in der tschechischen Region Střední Čechy im Einzelhandelssektor tätig ist.",634,"in writing. - (PT) The request relates to [REDACTED] redundancies from the company Unilever ČR, which operates in the retail sector in the Czech region of Střední Čechy."
98,"Money","Translate this sentence to German: As far as ordinary development cooperation is concerned, the European Commission has committed itself to spending 20% of the aid on primary and secondary education and on primary health care.","Was die gewöhnliche Entwicklungszusammenarbeit betrifft, hat die Europäische Kommission sich dazu verpflichtet, 20 % der Fördermittel für Grund- und Sekundarbildung und für die medizinische Grundversorgung auszugeben.",20,"As far as ordinary development cooperation is concerned, the European Commission has committed itself to spending [REDACTED]% of the aid on primary and secondary education and on primary health care."
99,"Money","Translate this sentence to German: It relates solely to the inclusion in the 2008 budget of the surplus of the 2007 financial year, i.e. EUR 1 528 833 290.","Faktisch geht es ausschließlich darum, den Überschuss aus dem Haushaltsjahr 2007 in Höhe von 1 528 833 290 Euro in den Haushaltsplan 2008 einzustellen.",,"It relates solely to the inclusion in the 2008 budget of the surplus of the 2007 financial year, i.e. EUR [REDACTED]."
